snapshot_date,keyword,provider,count_top_n,share_pct,best_rank
2026-05-30,Digital Marketing,OneCareer,2,10.0,4
2026-05-30,Digital Marketing,Learning Digital Academy GmbH,1,5.0,2
2026-05-30,Digital Marketing,GFN GmbH,1,5.0,3
2026-05-30,Digital Marketing,alfatraining Bildungszentrum GmbH,1,5.0,5
2026-05-30,Digital Marketing,Bildungszentrum des Handels e. V.,1,5.0,6
2026-05-30,Digital Marketing,TERTIA Berufsförderung GmbH & Co. KG,1,5.0,7
2026-05-30,Digital Marketing,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,1,5.0,9
2026-05-30,Digital Marketing,IBB Institut für Berufliche Bildung AG,1,5.0,10
2026-05-30,Digital Marketing,Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,1,5.0,11
2026-05-30,Digital Marketing,Avicenna Institut e. V.,1,5.0,12
2026-05-30,Digital Marketing,Verein für Integration und Bildung e. V.,1,5.0,13
2026-05-30,Digital Marketing,BilSE-Institut für Bildung und Forschung GmbH,1,5.0,14
2026-05-30,Digital Marketing,Ihr JobCoach. Gesellschaft für Erwachsenenbildung mbH,1,5.0,15
2026-05-30,Digital Marketing,Donner + Partner GmbH Sachsen,1,5.0,16
2026-05-30,Digitales Marketing,Berger Bildungsinstitut GmbH,2,10.0,1
2026-05-30,Digitales Marketing,OneCareer,2,10.0,4
2026-05-30,Digitales Marketing,Learning Digital Academy GmbH,1,5.0,2
2026-05-30,Digitales Marketing,GFN GmbH,1,5.0,3
2026-05-30,Digitales Marketing,alfatraining Bildungszentrum GmbH,1,5.0,5
2026-05-30,Digitales Marketing,Bildungszentrum des Handels e. V.,1,5.0,6
2026-05-30,Digitales Marketing,TERTIA Berufsförderung GmbH & Co. KG,1,5.0,7
2026-05-30,Digitales Marketing,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,1,5.0,9
2026-05-30,Digitales Marketing,IBB Institut für Berufliche Bildung AG,1,5.0,10
2026-05-30,Digitales Marketing,Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,1,5.0,11
2026-05-30,Digitales Marketing,Avicenna Institut e. V.,1,5.0,12
2026-05-30,Digitales Marketing,Verein für Integration und Bildung e. V.,1,5.0,13
2026-05-30,Digitales Marketing,BilSE-Institut für Bildung und Forschung GmbH,1,5.0,14
2026-05-30,Digitales Marketing,Ihr JobCoach. Gesellschaft für Erwachsenenbildung mbH,1,5.0,15
2026-05-30,Digitales Marketing,Donner + Partner GmbH Sachsen,1,5.0,16
2026-05-30,Social Media Marketing,IU Akademie IU Internationale Hochschule,2,10.0,1
2026-05-30,Social Media Marketing,cimdata Bildungsakademie GmbH,1,5.0,2
2026-05-30,Social Media Marketing,Berger Bildungsinstitut GmbH,1,5.0,3
2026-05-30,Social Media Marketing,Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,1,5.0,4
2026-05-30,Social Media Marketing,Masters of Digital GmbH,1,5.0,5
2026-05-30,Social Media Marketing,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,1,5.0,6
2026-05-30,Social Media Marketing,Bildungsinsel GmbH,1,5.0,7
2026-05-30,Social Media Marketing,TERTIA Berufsförderung GmbH & Co. KG,1,5.0,8
2026-05-30,Social Media Marketing,Bildungswerk der nordhessischen Wirtschaft gemeinnützige GmbH,1,5.0,9
2026-05-30,Social Media Marketing,Bildungswerk der Hessischen Wirtschaft e. V.,1,5.0,10
2026-05-30,Social Media Marketing,TÜV Rheinland Akademie GmbH,1,5.0,11
2026-05-30,Social Media Marketing,Technologiezentrum Glehn GmbH,1,5.0,13
2026-05-30,Social Media Marketing,DAA - Deutsche Angestellten- Akademie GmbH,1,5.0,14
2026-05-30,Social Media Marketing,Donner + Partner GmbH Sachsen,1,5.0,15
2026-05-30,Social Media Marketing,Donner + Partner GmbH Bayern,1,5.0,16
2026-05-30,Performance Marketing,OneCareer,5,25.0,2
2026-05-30,Performance Marketing,Bold Academy GmbH,4,20.0,3
2026-05-30,Performance Marketing,Masters of Digital GmbH,4,20.0,9
2026-05-30,Performance Marketing,Learning Digital Academy GmbH,2,10.0,1
2026-05-30,Performance Marketing,Distart Education GmbH,2,10.0,17
2026-05-30,Performance Marketing,velpTEC GmbH,1,5.0,12
2026-05-30,Performance Marketing,Spiced Academy GmbH,1,5.0,13
2026-05-30,Performance Marketing,Bildung Next Level GmbH,1,5.0,19
2026-05-30,Affiliate Marketing,Masters of Digital GmbH,8,40.0,2
2026-05-30,Affiliate Marketing,OneCareer,5,25.0,1
2026-05-30,Affiliate Marketing,DCI Digital Career Institute GmbH,1,5.0,8
2026-05-30,Affiliate Marketing,Distart Education GmbH,1,5.0,10
2026-05-30,Affiliate Marketing,Talentspring Academy Group,1,5.0,11
2026-05-30,Affiliate Marketing,Learnix GmbH,1,5.0,14
2026-05-30,Affiliate Marketing,HECKER CONSULTING,1,5.0,15
2026-05-30,Affiliate Marketing,Bildung Next Level GmbH,1,5.0,19
2026-05-30,Affiliate Marketing,velpTEC GmbH,1,5.0,20
2026-05-30,E-Commerce,Karriere Tutor GmbH,5,25.0,2
2026-05-30,E-Commerce,IU Akademie IU Internationale Hochschule,3,15.0,13
2026-05-30,E-Commerce,GFN GmbH,2,10.0,3
2026-05-30,E-Commerce,velpTEC GmbH,2,10.0,7
2026-05-30,E-Commerce,Learning Digital Academy GmbH,2,10.0,9
2026-05-30,E-Commerce,Mentify Learn GmbH,1,5.0,1
2026-05-30,E-Commerce,alfatraining Bildungszentrum GmbH,1,5.0,5
2026-05-30,E-Commerce,Masters of Digital GmbH,1,5.0,6
2026-05-30,E-Commerce,Talentspring Academy Group,1,5.0,8
2026-05-30,E-Commerce,Akademie Überlingen,1,5.0,10
2026-05-30,E-Commerce,HECKER CONSULTING,1,5.0,12
2026-05-30,E-Commerce Manager,Karriere Tutor GmbH,3,15.0,2
2026-05-30,E-Commerce Manager,GFN GmbH,2,10.0,1
2026-05-30,E-Commerce Manager,velpTEC GmbH,2,10.0,3
2026-05-30,E-Commerce Manager,ecomex GmbH & Co. KG,1,5.0,4
2026-05-30,E-Commerce Manager,academy7,1,5.0,5
2026-05-30,E-Commerce Manager,Talentspring Academy Group,1,5.0,7
2026-05-30,E-Commerce Manager,Digiteach GmbH,1,5.0,8
2026-05-30,E-Commerce Manager,IFDE Institute for Digital Education,1,5.0,9
2026-05-30,E-Commerce Manager,AKAD Hochschule Stuttgart - staatlich anerkannt,1,5.0,10
2026-05-30,E-Commerce Manager,SGD,1,5.0,11
2026-05-30,E-Commerce Manager,ILS - Institut für Lernsysteme GmbH,1,5.0,12
2026-05-30,E-Commerce Manager,Education partners GmbH,1,5.0,13
2026-05-30,E-Commerce Manager,Akademie Überlingen,1,5.0,15
2026-05-30,E-Commerce Manager,SMD Performance Media,1,5.0,16
2026-05-30,E-Commerce Manager,COMCAVE.COLLEGE GmbH,1,5.0,17
2026-05-30,Marketing Manager,alfatraining Bildungszentrum GmbH,4,20.0,6
2026-05-30,Marketing Manager,OneCareer,3,15.0,1
2026-05-30,Marketing Manager,Talentspring Academy Group,3,15.0,2
2026-05-30,Marketing Manager,SGD,1,5.0,3
2026-05-30,Marketing Manager,ILS - Institut für Lernsysteme GmbH,1,5.0,4
2026-05-30,Marketing Manager,Masters of Digital GmbH,1,5.0,5
2026-05-30,Marketing Manager,Berger Bildungsinstitut GmbH,1,5.0,9
2026-05-30,Marketing Manager,COMCAVE.COLLEGE GmbH,1,5.0,14
2026-05-30,Marketing Manager,IBB Institut für Berufliche Bildung AG,1,5.0,15
2026-05-30,Marketing Manager,TERTIA Berufsförderung GmbH & Co. KG,1,5.0,16
2026-05-30,Marketing Manager,ecomex GmbH & Co. KG,1,5.0,17
2026-05-30,Marketing Manager,neuefische GmbH,1,5.0,19
2026-05-30,Marketing Manager,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,1,5.0,20
2026-05-30,Marketing Automation,DCI Digital Career Institute GmbH,8,40.0,2
2026-05-30,Marketing Automation,velpTEC GmbH,4,20.0,1
2026-05-30,Marketing Automation,Ironhack Germany GmbH,3,15.0,13
2026-05-30,Marketing Automation,Karriere Tutor GmbH,1,5.0,3
2026-05-30,Marketing Automation,GrandEdu GmbH,1,5.0,9
2026-05-30,Marketing Automation,Learnix GmbH,1,5.0,11
2026-05-30,Marketing Automation,Talentspring Academy Group,1,5.0,16
2026-05-30,Marketing Automation,Digethic Business School,1,5.0,17
2026-05-30,Google Ads,Masters of Digital GmbH,6,30.0,2
2026-05-30,Google Ads,OneCareer,4,20.0,1
2026-05-30,Google Ads,velpTEC GmbH,4,20.0,4
2026-05-30,Google Ads,Learning Digital Academy GmbH,3,15.0,6
2026-05-30,Google Ads,neuefische GmbH,2,10.0,9
2026-05-30,Google Ads,Webmasters Akademie Nürnberg GmbH,1,5.0,15
2026-05-30,Online Advertising,OneCareer,5,25.0,3
2026-05-30,Online Advertising,Masters of Digital GmbH,5,25.0,4
2026-05-30,Online Advertising,Learning Digital Academy GmbH,4,20.0,1
2026-05-30,Online Advertising,Distart Education GmbH,2,10.0,19
2026-05-30,Online Advertising,ecomex GmbH & Co. KG,1,5.0,2
2026-05-30,Online Advertising,neuefische GmbH,1,5.0,5
2026-05-30,Online Advertising,GrandEdu GmbH,1,5.0,7
2026-05-30,Online Advertising,velpTEC GmbH,1,5.0,17
2026-05-30,Webanalyse,ChapterNext,3,15.0,1
2026-05-30,Webanalyse,Masters of Digital GmbH,3,15.0,6
2026-05-30,Webanalyse,ecomex GmbH & Co. KG,3,15.0,14
2026-05-30,Webanalyse,OneCareer,2,10.0,5
2026-05-30,Webanalyse,Talentspring Academy Group,2,10.0,9
2026-05-30,Webanalyse,COMCAVE.COLLEGE GmbH,1,5.0,2
2026-05-30,Webanalyse,Spiced Academy GmbH,1,5.0,10
2026-05-30,Webanalyse,GrandEdu GmbH,1,5.0,11
2026-05-30,Webanalyse,GFN GmbH,1,5.0,12
2026-05-30,Webanalyse,neuefische GmbH,1,5.0,15
2026-05-30,Webanalyse,Webmasters Akademie Nürnberg GmbH,1,5.0,17
2026-05-30,Webanalyse,MARTINSFELD GmbH & Co. KG,1,5.0,18
2026-05-30,Digital Strategy,velpTEC GmbH,2,10.0,1
2026-05-30,Digital Strategy,New Horizons Stuttgart III Trainings,2,10.0,4
2026-05-30,Digital Strategy,New Horizons Stuttgart,2,10.0,5
2026-05-30,Digital Strategy,New Horizons München - IT Computer und Business Trainings,2,10.0,7
2026-05-30,Digital Strategy,New Horizons München - IT Computer und BusinessTraining Trainings,2,10.0,14
2026-05-30,Digital Strategy,GFN GmbH,2,10.0,17
2026-05-30,Digital Strategy,ecomex GmbH & Co. KG,1,5.0,3
2026-05-30,Digital Strategy,New Horizons Akademie,1,5.0,9
2026-05-30,Digital Strategy,ESCP Europe Wirtschaftshochschule Berlin e.V.,1,5.0,10
2026-05-30,Digital Strategy,New Horizons Hannover/Leipzig,1,5.0,12
2026-05-30,Digital Strategy,New Horizons Köln - NH Schulungscenter für IT und Business GmbH,1,5.0,13
2026-05-30,Digital Strategy,New Horizons Nord,1,5.0,15
2026-05-30,Digital Strategy,MARTINSFELD GmbH & Co. KG,1,5.0,16
2026-05-30,Digital Strategy,New Horizons Hamburg / Bremen,1,5.0,20
2026-05-31,Online Marketing,Learning Digital Academy GmbH,2,10.0,1
2026-05-31,Online Marketing,ecomex GmbH & Co. KG,2,10.0,2
2026-05-31,Online Marketing,Education partners GmbH,1,5.0,3
2026-05-31,Online Marketing,COMCAVE.COLLEGE GmbH,1,5.0,4
2026-05-31,Online Marketing,OneCareer,1,5.0,5
2026-05-31,Online Marketing,Akademie Überlingen,1,5.0,6
2026-05-31,Online Marketing,IU Akademie IU Internationale Hochschule,1,5.0,8
2026-05-31,Online Marketing,Karriere Tutor GmbH,1,5.0,9
2026-05-31,Online Marketing,GrandEdu GmbH,1,5.0,10
2026-05-31,Online Marketing,DAA - Deutsche Angestellten- Akademie GmbH,1,5.0,12
2026-05-31,Online Marketing,EBA Hanse College GmbH,1,5.0,13
2026-05-31,Online Marketing,Masters of Digital GmbH,1,5.0,14
2026-05-31,Online Marketing,CBW College Berufliche Weiterbildung GmbH,1,5.0,15
2026-05-31,Online Marketing,Lecturio GmbH,1,5.0,16
2026-05-31,Online Marketing,IFM GmbH,1,5.0,17
2026-05-31,Online Marketing Manager,OneCareer,3,15.0,11
2026-05-31,Online Marketing Manager,Talentspring Academy Group,2,10.0,2
2026-05-31,Online Marketing Manager,alfatraining Bildungszentrum GmbH,2,10.0,4
2026-05-31,Online Marketing Manager,Education partners GmbH,1,5.0,1
2026-05-31,Online Marketing Manager,Wildner Akademie für Digitale Wirtschaft & Management,1,5.0,3
2026-05-31,Online Marketing Manager,COMCAVE.COLLEGE GmbH,1,5.0,5
2026-05-31,Online Marketing Manager,ecomex GmbH & Co. KG,1,5.0,6
2026-05-31,Online Marketing Manager,DCI Digital Career Institute GmbH,1,5.0,7
2026-05-31,Online Marketing Manager,Minister Fachschule GmbH,1,5.0,8
2026-05-31,Online Marketing Manager,LVQ Weiterbildung und Beratung GmbH,1,5.0,9
2026-05-31,Online Marketing Manager,XDi - Experience Design Institut GmbH,1,5.0,10
2026-05-31,Online Marketing Manager,Digiteach GmbH,1,5.0,12
2026-05-31,Online Marketing Manager,IAD Informationsverarbeitung und angewandte Datentechnik GmbH,1,5.0,13
2026-05-31,Online Marketing Manager,Berger Bildungsinstitut GmbH,1,5.0,14
2026-05-31,Online Marketing Manager,Karriere Tutor GmbH,1,5.0,17
2026-05-31,Online Marketing Strategie,Learning Digital Academy GmbH,6,30.0,1
2026-05-31,Online Marketing Strategie,Spiced Academy GmbH,4,20.0,11
2026-05-31,Online Marketing Strategie,Masters of Digital GmbH,2,10.0,5
2026-05-31,Online Marketing Strategie,Talentspring Academy Group,2,10.0,12
2026-05-31,Online Marketing Strategie,DAA - Deutsche Angestellten- Akademie GmbH,1,5.0,2
2026-05-31,Online Marketing Strategie,OneCareer,1,5.0,3
2026-05-31,Online Marketing Strategie,ecomex GmbH & Co. KG,1,5.0,4
2026-05-31,Online Marketing Strategie,Karriere Tutor GmbH,1,5.0,9
2026-05-31,Online Marketing Strategie,neuefische GmbH,1,5.0,10
2026-05-31,Online Marketing Strategie,BNW gGmbH - Bildungswerk der Niedersächsischen Wirtschaft gemeinnützige GmbH,1,5.0,17
2026-05-31,Search Engine Marketing,OneCareer,4,20.0,1
2026-05-31,Search Engine Marketing,Masters of Digital GmbH,4,20.0,4
2026-05-31,Search Engine Marketing,XDi - Experience Design Institut GmbH,2,10.0,8
2026-05-31,Search Engine Marketing,IU Akademie IU Internationale Hochschule,2,10.0,15
2026-05-31,Search Engine Marketing,Learning Digital Academy GmbH,1,5.0,3
2026-05-31,Search Engine Marketing,Distart Education GmbH,1,5.0,10
2026-05-31,Search Engine Marketing,Spiced Academy GmbH,1,5.0,11
2026-05-31,Search Engine Marketing,velpTEC GmbH,1,5.0,13
2026-05-31,Search Engine Marketing,neuefische GmbH,1,5.0,14
2026-05-31,Search Engine Marketing,ecomex GmbH & Co. KG,1,5.0,18
2026-05-31,Search Engine Marketing,Professionals Online Akademie für Sales und Marketing,1,5.0,19
2026-05-31,Search Engine Marketing,Talentivo GmbH,1,5.0,20
2026-05-31,SEA,Masters of Digital GmbH,7,35.0,6
2026-05-31,SEA,OneCareer,3,15.0,3
2026-05-31,SEA,mycareernow,2,10.0,7
2026-05-31,SEA,cimdata Bildungsakademie GmbH,2,10.0,14
2026-05-31,SEA,XDi - Experience Design Institut GmbH,1,5.0,1
2026-05-31,SEA,Talentspring Academy Group,1,5.0,2
2026-05-31,SEA,WBS TRAINING SE,1,5.0,4
2026-05-31,SEA,velpTEC GmbH,1,5.0,9
2026-05-31,SEA,IU Akademie IU Internationale Hochschule,1,5.0,15
2026-05-31,SEA,DCI Digital Career Institute GmbH,1,5.0,16
2026-05-31,SEO,Masters of Digital GmbH,3,15.0,6
2026-05-31,SEO,OneCareer,3,15.0,7
2026-05-31,SEO,Learning Digital Academy GmbH,3,15.0,12
2026-05-31,SEO,GFN GmbH,1,5.0,1
2026-05-31,SEO,Talentspring Academy Group,1,5.0,2
2026-05-31,SEO,XDi - Experience Design Institut GmbH,1,5.0,3
2026-05-31,SEO,Mentify Learn GmbH,1,5.0,4
2026-05-31,SEO,DAA - Deutsche Angestellten- Akademie GmbH,1,5.0,5
2026-05-31,SEO,velpTEC GmbH,1,5.0,9
2026-05-31,SEO,Bildung Next Level GmbH,1,5.0,10
2026-05-31,SEO,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,1,5.0,14
2026-05-31,SEO,TERTIA Berufsförderung GmbH & Co. KG,1,5.0,15
2026-05-31,SEO,Spiced Academy GmbH,1,5.0,18
2026-05-31,SEO,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,1,5.0,20
2026-05-31,Suchmaschinenoptimierung,Masters of Digital GmbH,6,30.0,3
2026-05-31,Suchmaschinenoptimierung,velpTEC GmbH,5,25.0,6
2026-05-31,Suchmaschinenoptimierung,OneCareer,4,20.0,2
2026-05-31,Suchmaschinenoptimierung,Learning Digital Academy GmbH,2,10.0,1
2026-05-31,Suchmaschinenoptimierung,Talentspring Academy Group,1,5.0,10
2026-05-31,Suchmaschinenoptimierung,COMCAVE.COLLEGE GmbH,1,5.0,14
2026-05-31,Suchmaschinenoptimierung,GrandEdu GmbH,1,5.0,15
2026-05-31,Suchmaschinenmarketing,Learning Digital Academy GmbH,4,20.0,1
2026-05-31,Suchmaschinenmarketing,Karriere Tutor GmbH,3,15.0,7
2026-05-31,Suchmaschinenmarketing,GFN GmbH,1,5.0,2
2026-05-31,Suchmaschinenmarketing,OneCareer,1,5.0,5
2026-05-31,Suchmaschinenmarketing,TERTIA Berufsförderung GmbH & Co. KG,1,5.0,6
2026-05-31,Suchmaschinenmarketing,velpTEC GmbH,1,5.0,8
2026-05-31,Suchmaschinenmarketing,Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,1,5.0,9
2026-05-31,Suchmaschinenmarketing,Berger Bildungsinstitut GmbH,1,5.0,10
2026-05-31,Suchmaschinenmarketing,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,1,5.0,11
2026-05-31,Suchmaschinenmarketing,brainymotion München,1,5.0,12
2026-05-31,Suchmaschinenmarketing,TÜV Rheinland Akademie GmbH,1,5.0,13
2026-05-31,Suchmaschinenmarketing,IBB Institut für Berufliche Bildung AG,1,5.0,15
2026-05-31,Suchmaschinenmarketing,Donner + Partner GmbH Baden-Württemberg,1,5.0,16
2026-05-31,Suchmaschinenmarketing,Ihr JobCoach. Gesellschaft für Erwachsenenbildung mbH,1,5.0,18
2026-05-31,Suchmaschinenmarketing,Akademie für berufliche Aus- und Weiterbildung Schweiger & Schmitt GmbH,1,5.0,20
2026-05-31,Content Marketing,Masters of Digital GmbH,4,20.0,5
2026-05-31,Content Marketing,velpTEC GmbH,2,10.0,6
2026-05-31,Content Marketing,OneCareer,2,10.0,7
2026-05-31,Content Marketing,Distart Education GmbH,2,10.0,14
2026-05-31,Content Marketing,IFM GmbH,1,5.0,1
2026-05-31,Content Marketing,Business Trends Academy,1,5.0,2
2026-05-31,Content Marketing,Bold Academy GmbH,1,5.0,3
2026-05-31,Content Marketing,DAA - Deutsche Angestellten- Akademie GmbH,1,5.0,4
2026-05-31,Content Marketing,Akademie Überlingen,1,5.0,10
2026-05-31,Content Marketing,alfatraining Bildungszentrum GmbH,1,5.0,11
2026-05-31,Content Marketing,Karriere Tutor GmbH,1,5.0,12
2026-05-31,Content Marketing,GFN GmbH,1,5.0,13
2026-05-31,Content Marketing,IU Akademie IU Internationale Hochschule,1,5.0,15
2026-05-31,Content Marketing,Learning Digital Academy GmbH,1,5.0,19
2026-05-31,Digital Marketing,Berger Bildungsinstitut GmbH,2,10.0,1
2026-05-31,Digital Marketing,Learning Digital Academy GmbH,1,5.0,2
2026-05-31,Digital Marketing,GFN GmbH,1,5.0,3
2026-05-31,Digital Marketing,Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,1,5.0,4
2026-05-31,Digital Marketing,Randstad Deutschland GmbH & Co. KG,1,5.0,5
2026-05-31,Digital Marketing,Lecturio GmbH,1,5.0,6
2026-05-31,Digital Marketing,TERTIA Berufsförderung GmbH & Co. KG,1,5.0,7
2026-05-31,Digital Marketing,Bildungswerk der Hessischen Wirtschaft e. V.,1,5.0,8
2026-05-31,Digital Marketing,alfatraining Bildungszentrum GmbH,1,5.0,9
2026-05-31,Digital Marketing,Ihr JobCoach. Gesellschaft für Erwachsenenbildung mbH,1,5.0,10
2026-05-31,Digital Marketing,its digital akademie GmbH,1,5.0,11
2026-05-31,Digital Marketing,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,1,5.0,12
2026-05-31,Digital Marketing,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,1,5.0,14
2026-05-31,Digital Marketing,Volkshochschule Offenburg e. V.,1,5.0,15
2026-05-31,Digital Marketing,OneCareer,1,5.0,16
2026-05-31,Digitales Marketing,Berger Bildungsinstitut GmbH,2,10.0,1
2026-05-31,Digitales Marketing,Learning Digital Academy GmbH,1,5.0,2
2026-05-31,Digitales Marketing,GFN GmbH,1,5.0,3
2026-05-31,Digitales Marketing,Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,1,5.0,4
2026-05-31,Digitales Marketing,Randstad Deutschland GmbH & Co. KG,1,5.0,5
2026-05-31,Digitales Marketing,Lecturio GmbH,1,5.0,6
2026-05-31,Digitales Marketing,TERTIA Berufsförderung GmbH & Co. KG,1,5.0,7
2026-05-31,Digitales Marketing,Bildungswerk der Hessischen Wirtschaft e. V.,1,5.0,8
2026-05-31,Digitales Marketing,alfatraining Bildungszentrum GmbH,1,5.0,9
2026-05-31,Digitales Marketing,Ihr JobCoach. Gesellschaft für Erwachsenenbildung mbH,1,5.0,10
2026-05-31,Digitales Marketing,its digital akademie GmbH,1,5.0,11
2026-05-31,Digitales Marketing,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,1,5.0,12
2026-05-31,Digitales Marketing,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,1,5.0,14
2026-05-31,Digitales Marketing,Volkshochschule Offenburg e. V.,1,5.0,15
2026-05-31,Digitales Marketing,OneCareer,1,5.0,16
2026-05-31,Social Media Marketing,IU Akademie IU Internationale Hochschule,2,10.0,1
2026-05-31,Social Media Marketing,cimdata Bildungsakademie GmbH,1,5.0,2
2026-05-31,Social Media Marketing,Lecturio GmbH,1,5.0,3
2026-05-31,Social Media Marketing,TERTIA Berufsförderung GmbH & Co. KG,1,5.0,4
2026-05-31,Social Media Marketing,Masters of Digital GmbH,1,5.0,5
2026-05-31,Social Media Marketing,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,1,5.0,6
2026-05-31,Social Media Marketing,Kolping-Bildungswerk GmbH,1,5.0,7
2026-05-31,Social Media Marketing,IBB Institut für Berufliche Bildung AG,1,5.0,8
2026-05-31,Social Media Marketing,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,1,5.0,9
2026-05-31,Social Media Marketing,Berger Bildungsinstitut GmbH,1,5.0,10
2026-05-31,Social Media Marketing,its digital akademie GmbH,1,5.0,11
2026-05-31,Social Media Marketing,Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,1,5.0,12
2026-05-31,Social Media Marketing,TÜV Rheinland Akademie GmbH,1,5.0,13
2026-05-31,Social Media Marketing,Verein für Integration und Bildung e. V.,1,5.0,14
2026-05-31,Social Media Marketing,Stiftung Lernen-Fördern-Arbeiten (LFA),1,5.0,16
2026-05-31,Performance Marketing,Bold Academy GmbH,4,20.0,1
2026-05-31,Performance Marketing,OneCareer,4,20.0,3
2026-05-31,Performance Marketing,Distart Education GmbH,4,20.0,14
2026-05-31,Performance Marketing,Masters of Digital GmbH,3,15.0,6
2026-05-31,Performance Marketing,Learning Digital Academy GmbH,2,10.0,2
2026-05-31,Performance Marketing,neuefische GmbH,1,5.0,11
2026-05-31,Performance Marketing,Bildung Next Level GmbH,1,5.0,15
2026-05-31,Performance Marketing,velpTEC GmbH,1,5.0,20
2026-05-31,Affiliate Marketing,Masters of Digital GmbH,8,40.0,2
2026-05-31,Affiliate Marketing,OneCareer,5,25.0,1
2026-05-31,Affiliate Marketing,DCI Digital Career Institute GmbH,1,5.0,9
2026-05-31,Affiliate Marketing,Talentspring Academy Group,1,5.0,12
2026-05-31,Affiliate Marketing,HECKER CONSULTING,1,5.0,13
2026-05-31,Affiliate Marketing,Learnix GmbH,1,5.0,15
2026-05-31,Affiliate Marketing,Distart Education GmbH,1,5.0,18
2026-05-31,Affiliate Marketing,Bildung Next Level GmbH,1,5.0,19
2026-05-31,Affiliate Marketing,velpTEC GmbH,1,5.0,20
2026-05-31,E-Commerce,Karriere Tutor GmbH,5,25.0,1
2026-05-31,E-Commerce,IU Akademie IU Internationale Hochschule,3,15.0,13
2026-05-31,E-Commerce,GFN GmbH,2,10.0,2
2026-05-31,E-Commerce,Masters of Digital GmbH,2,10.0,4
2026-05-31,E-Commerce,Learning Digital Academy GmbH,2,10.0,8
2026-05-31,E-Commerce,alfatraining Bildungszentrum GmbH,1,5.0,3
2026-05-31,E-Commerce,velpTEC GmbH,1,5.0,5
2026-05-31,E-Commerce,Talentspring Academy Group,1,5.0,7
2026-05-31,E-Commerce,Akademie Überlingen,1,5.0,9
2026-05-31,E-Commerce,Education partners GmbH,1,5.0,11
2026-05-31,E-Commerce,Mentify Learn GmbH,1,5.0,12
2026-05-31,E-Commerce Manager,GFN GmbH,2,10.0,1
2026-05-31,E-Commerce Manager,Karriere Tutor GmbH,2,10.0,2
2026-05-31,E-Commerce Manager,ecomex GmbH & Co. KG,1,5.0,4
2026-05-31,E-Commerce Manager,velpTEC GmbH,1,5.0,5
2026-05-31,E-Commerce Manager,academy7,1,5.0,6
2026-05-31,E-Commerce Manager,Digiteach GmbH,1,5.0,7
2026-05-31,E-Commerce Manager,IHK-Akademie Ostwestfalen GmbH,1,5.0,8
2026-05-31,E-Commerce Manager,AKAD Hochschule Stuttgart - staatlich anerkannt,1,5.0,9
2026-05-31,E-Commerce Manager,Education partners GmbH,1,5.0,10
2026-05-31,E-Commerce Manager,Talentspring Academy Group,1,5.0,11
2026-05-31,E-Commerce Manager,IFDE Institute for Digital Education,1,5.0,12
2026-05-31,E-Commerce Manager,SGD,1,5.0,13
2026-05-31,E-Commerce Manager,Akademie Überlingen,1,5.0,14
2026-05-31,E-Commerce Manager,EHIP – Europäische Hochschule für Innovation und Perspektive,1,5.0,16
2026-05-31,E-Commerce Manager,ILS - Institut für Lernsysteme GmbH,1,5.0,17
2026-05-31,Marketing Manager,OneCareer,4,20.0,2
2026-05-31,Marketing Manager,alfatraining Bildungszentrum GmbH,4,20.0,7
2026-05-31,Marketing Manager,Talentspring Academy Group,2,10.0,1
2026-05-31,Marketing Manager,Berger Bildungsinstitut GmbH,2,10.0,11
2026-05-31,Marketing Manager,Bildung Next Level GmbH,1,5.0,3
2026-05-31,Marketing Manager,SGD,1,5.0,4
2026-05-31,Marketing Manager,Digethic Business School,1,5.0,5
2026-05-31,Marketing Manager,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,1,5.0,10
2026-05-31,Marketing Manager,Learning Digital Academy GmbH,1,5.0,13
2026-05-31,Marketing Manager,Fortbildungsakademie der Wirtschaft (FAW) gGmbH,1,5.0,16
2026-05-31,Marketing Manager,ecomex GmbH & Co. KG,1,5.0,18
2026-05-31,Marketing Manager,TERTIA Berufsförderung GmbH & Co. KG,1,5.0,19
2026-05-31,Marketing Automation,DCI Digital Career Institute GmbH,7,35.0,2
